Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,PCLK,Channel 15
11.365633528,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365633640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365634024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365634144,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365634528,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365634640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365635024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365635144,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365635528,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365635640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365636024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365636144,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365636528,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365636640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365637024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365637144,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365637528,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365637640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365638024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365638144,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365638528,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365638640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365639024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365639136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365639528,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365639640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365640024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365640144,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365640528,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365640640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365641024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365641144,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365641528,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365641640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365642024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365642144,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365642528,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365642640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365643024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365643144,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365643528,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365643640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365644024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365644136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365644528,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365644640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365645024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365645136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365645528,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365645640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365646024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365646136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365646520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365646640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365647024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365647136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365647520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365647640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365648024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365648136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365648520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365648640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365649024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365649136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365649520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365649640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365650024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365650136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365650520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365650640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365651024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365651136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365651520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365651640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365652024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365652136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365652520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365652640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365653024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365653136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365653520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365653640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365654024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365654136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365654520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365654640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365655024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365655136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365655520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365655640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365656024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365656136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365656520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365656640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365657024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365657136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365657520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365657640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365658024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365658136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365658520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365658640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365659024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365659136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365659520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365659640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365660024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365660136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365660520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365660640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365661024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365661136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365661520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365661640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365662024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365662136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365662520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365662640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365663024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365663136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365663520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365663640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365664024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365664136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365664520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365664640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365665024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365665136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365665520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365665640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365666024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365666136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365666520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365666640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365667024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365667136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365667520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365667640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365668024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365668136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365668520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365668640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365669024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365669136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365669520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365669632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365670024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365670136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365670520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365670640,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365671024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365671136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365671520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365671632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365672024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365672136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365672520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365672632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365673024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365673136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365673520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365673632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365674016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365674136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365674520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365674632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365675024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365675136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365675520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365675632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365676016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365676136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365676520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365676632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365677024,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365677136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365677520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365677632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365678016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365678136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365678520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365678632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365679016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365679136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365679520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365679632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365680016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365680136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365680520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365680632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365681016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365681136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365681520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365681632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365682016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365682136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365682520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365682632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365683016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365683136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365683520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365683632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365684016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365684136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365684520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365684632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365685016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365685136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365685520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365685632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365686016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365686136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365686520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365686632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365687016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365687136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365687520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365687632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365688016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365688136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365688520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365688632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365689016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365689136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365689520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365689632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365690016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365690136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365690520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365690632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365691016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365691136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365691520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365691632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365692016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365692136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365692520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365692632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365693016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365693136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365693520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365693632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365694016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365694136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365694520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365694632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365695016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365695136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365695520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365695632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365696016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365696136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365696520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365696632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365697016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365697136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365697520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365697632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365698016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365698128,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365698520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365698632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365699016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365699136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365699520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365699632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365700016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365700136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365700520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365700632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365701016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365701136,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365701512,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365701632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365702016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365702128,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365702520,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365702632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365703016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365703128,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365703512,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365703632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365704016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365704128,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365704512,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365704632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365705016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365705128,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365705512,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365705632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365706016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365706128,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365706512,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365706632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365707016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365707128,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365707512,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365707632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365708016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365708128,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365708512,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365708632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365709016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365709128,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365709512,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365709632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365710016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365710128,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365710512,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365710632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365711016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365711128,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365711512,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365711632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365712016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365712128,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365712512,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365712632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365713016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365713128,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365713512,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365713632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365714016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365714128,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365714512,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365714632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365715016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365715128,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365715512,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365715632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365716016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365716128,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365716512,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365716632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365717016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365717128,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365717512,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365717632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365718016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365718128,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365718512,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365718632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365719016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365719128,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365719512,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365719632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365720016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365720128,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365720512,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365720632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365721016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365721128,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365721512,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365721632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365722016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365722128,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365722512,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365722632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365723016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365723128,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365723512,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365723632,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365724016,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
11.365724128,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
11.365724512,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
